,id,Song_Name,Artist_Name,Genre,Released
16415,29713,maria,robert earl keen,country,1989
16416,29719,good intentions,lyle lovett,country,1989
16417,29729,games people play,the georgia satellites,country,1989
16418,29730,he's alive,dolly parton,country,1989
16419,29731,stand by your man,lyle lovett,country,1989
16420,29741,somewhere in my broken heart,randy travis,country,1989
16421,29757,which way does that old pony run,lyle lovett,country,1989
16422,29761,bad side of the moon,april wine,country,1989
16423,29764,rad gumbo,little feat,country,1989
16424,29768,overnight success,george strait,country,1989
16425,29769,who's lonely now,highway 101,country,1989
16426,29771,take a giant step,taj mahal,country,1989
16427,29775,painting by numbers,james mcmurtry,country,1989
16428,29777,somewhere between,suzy bogguss,country,1989
16429,29786,ridin' the rodeo,vince gill,country,1989
16430,29788,crocodile tears,lee roy parnell,country,1989
16431,29790,changes,shenandoah,country,1989
16432,29793,river of time,the judds,country,1989
16433,29794,all men are liars,nick lowe,country,1990
16434,29799,gulf coast highway (with willie nelson),emmylou harris,country,1990
16435,29805,a spoonful blues,charley patton,country,1990
16436,29806,ghost in this house,shenandoah,country,1990
16437,29807,(now and then there's) a fool such as i,baillie & the boys,country,1990
16438,29809,stranger in my arms,george strait,country,1990
16439,29811,around the block again,drivin n cryin,country,1990
16440,29817,edge of sundown,molly hatchet,country,1990
16441,29820,listen to your heart,little river band,country,1990
16442,29821,haven't we lost enough?,"crosby, stills & nash",country,1990
16443,29823,is it cold in here,joe diffie,country,1990
16444,29832,i want to know you before we make love,conway twitty,country,1990
16445,29835,this picture,reba mcentire,country,1990
16446,29842,climb that mountain high,reba mcentire,country,1990
16447,29850,honky tonk blues,pirates of the mississippi,country,1990
16448,29852,sweet dreams,chet atkins,country,1990
16449,29856,old church hymns and nursery rhymes,waylon jennings,country,1990
16450,29866,the red flag,billy bragg,country,1990
16451,29871,her man,waylon jennings,country,1990
16452,29873,made in japan,buck owens,country,1990
16453,29876,the old rugged cross,ricky van shelton,country,1990
16454,29882,put yourself in my place,pam tillis,country,1990
16455,29889,when somebody loves you,restless heart,country,1990
16456,29893,looking for a way out,uncle tupelo,country,1990
16457,29896,goin' down with my pride,shenandoah,country,1990
16458,29898,watch me fall,uncle tupelo,country,1990
16459,29904,fit to be tied down,conway twitty,country,1990
16460,29905,hurt me all the time,joe diffie,country,1990
16461,29909,grindstone,uncle tupelo,country,1990
16462,29914,house of broken dreams,"crosby, stills & nash",country,1990
16463,29920,if i were a painting,kenny rogers,country,1990
16464,29922,mr. jones,the mavericks,country,1990
16465,29927,you would do the same for me,ricky van shelton,country,1990
16466,29928,that year,uncle tupelo,country,1990
16467,29929,family bible,ricky van shelton,country,1990
16468,29932,hey you there in the mirror,mark chesnutt,country,1990
16469,29933,she's got a single thing in mind,conway twitty,country,1990
16470,29934,fare thee well love,the rankin family,country,1990
16471,29935,thirty summers,cowboy junkies,country,1990
16472,29940,bewildered,the notting hillbillies,country,1990
16473,29942,black eye,uncle tupelo,country,1990
16474,29949,a few good things remain,kathy mattea,country,1990
16475,29951,that's where i belong,the notting hillbillies,country,1990
16476,29952,family bible,johnny cash,country,1990
16477,29954,too close to call,waylon jennings,country,1990
16478,29955,too good a memory,mark chesnutt,country,1990
16479,29956,i wish i was still in your dreams,conway twitty,country,1990
16480,29958,got you on my mind,delbert mcclinton,country,1990
16481,29962,the old man,clint black,country,1990
16482,29964,one wink at a time,the replacements,country,1990
16483,29967,angels love bad men,the highwaymen,country,1990
16484,29969,texas size heartache,joe diffie,country,1990
16485,29973,heroes and friends,randy travis,country,1990
16486,29974,too busy being in love,doug stone,country,1990
16487,29975,jukebox junkie,ken mellons,country,1990
16488,29981,drinking champagne,george strait,country,1990
16489,29983,down the dirt road blues,charley patton,country,1990
16490,29987,blame it on texas,mark chesnutt,country,1990
16491,29988,it only hurts when i cry,dwight yoakam,country,1990
16492,29990,big in vegas,buck owens,country,1990
16493,30002,rhythm of the rain,dan fogelberg,country,1990
16494,30005,your own sweet way,the notting hillbillies,country,1990
16495,30006,songs that make a difference,the highwaymen,country,1990
16496,30007,feed jake,pirates of the mississippi,country,1990
16497,30011,i'd be better off (in a pine box),doug stone,country,1990
16498,30021,the heart that you own,dwight yoakam,country,1990
16499,30023,i'd love you all over again,alan jackson,country,1990
16500,30024,fly me courageous,drivin n cryin,country,1990
16501,30029,born and raised in black and white,the highwaymen,country,1990
16502,30032,"sad, sad music",dwight yoakam,country,1990
16503,30034,this is your brain,joe diffie,country,1990
16504,30039,will you miss me,the notting hillbillies,country,1990
16505,30041,goodbye (kelly's song),alabama,country,1990
16506,30042,"good friends, good whiskey, good lovin'","hank williams, jr.",country,1990
16507,30043,fire on fire,alabama,country,1990
16508,30046,hard time killin' floor blues,skip james,country,1990
16509,30051,danger at my door,mark chesnutt,country,1990
16510,30053,lucky man,mark chesnutt,country,1990
16511,30055,the internationale,billy bragg,country,1990
16512,30056,good times,dan seals,country,1990
16513,30060,the next time i'm in town,chet atkins,country,1990
16514,30063,back in my younger days,don williams,country,1990
16515,30065,if you want me to,joe diffie,country,1990
16516,30068,starting tonight,alabama,country,1990
16517,30075,a few good men,gaither vocal band,country,1990
16518,30077,a heart like mine,clint black,country,1990
16519,30091,at the crossroads,sir douglas quintet,country,1990
16520,30094,warning labels,doug stone,country,1990
16521,30096,somewhere in my broken heart,billy dean,country,1990
16522,30103,fourteen minutes old,doug stone,country,1990
16523,30109,nothing's changed here,dwight yoakam,country,1990
16524,30111,she never spoke spanish to me,texas tornados,country,1990
16525,30119,build a fire,drivin n cryin,country,1990
16526,30120,what the heart wants,collin raye,country,1991
16527,30125,woman (sensuous woman),don gibson,country,1991
16528,30126,true to life,uncle tupelo,country,1991
16529,30128,harbor for a lonely heart,sammy kershaw,country,1991
16530,30130,this romeo ain't got julie yet,diamond rio,country,1991
16531,30132,the gift,collin raye,country,1991
16532,30135,let it be me,collin raye,country,1991
16533,30141,tear it up,38 special,country,1991
16534,30142,release me,kitty wells,country,1991
16535,30145,when i could come home to you,steve wariner,country,1991
16536,30147,(ghost) riders in the sky,chris ledoux,country,1991
16537,30152,the tips of my fingers,steve wariner,country,1991
16538,30156,someone for me,travis tritt,country,1991
16539,30161,(for every inch i've laughed) i've cried a mile,doug stone,country,1991
16540,30164,i love you so much it hurts,floyd tillman,country,1991
16541,30165,heartbreak u.s.a.,kitty wells,country,1991
16542,30168,if i were you,collin raye,country,1991
16543,30169,you win again,keith whitley,country,1991
16544,30170,victim of the game,trisha yearwood,country,1991
16545,30171,all i can be (is a sweet memory),collin raye,country,1991
16546,30177,shadow of a doubt,earl thomas conley,country,1991
16547,30178,the sound of your voice,38 special,country,1991
16548,30181,point of light,randy travis,country,1991
16549,30184,king of the hill,roger mcguinn,country,1991
16550,30185,real old-fashioned broken heart,sammy kershaw,country,1991
16551,30188,lonesome dove,trisha yearwood,country,1991
16552,30189,you can't roller skate in a buffalo herd,roger miller,country,1991
16553,30190,dirty old town,paddy reilly,country,1991
16554,30192,i've convinced everybody but me,george strait,country,1991
16555,30194,up all night,joe walsh,country,1991
16556,30197,one by one,red foley,country,1991
16557,30201,if only your eyes could lie,earl thomas conley,country,1991
16558,30202,take your memory with you,vince gill,country,1991
16559,30205,when two worlds collide,roger miller,country,1991
16560,30210,anna marie,jim reeves,country,1991
16561,30213,searching (for someone like you),kitty wells,country,1991
16562,30214,invitation to the blues,roger miller,country,1991
16563,30215,the domino theory,steve wariner,country,1991
16564,30220,long day comin',hal ketchum,country,1991
16565,30222,anything you can spare,george strait,country,1991
16566,30223,she made a memory out of me,aaron tippin,country,1991
16567,30226,little darling pal of mine,lucinda williams,country,1991
16568,30228,time and place for everthing,marty robbins,country,1991
16569,30229,i told my heart,marty robbins,country,1991
16570,30230,new patches,mel tillis,country,1991
16571,30234,password,kitty wells,country,1991
16572,30242,wildest dreams,dolly parton,country,1991
16573,30245,dreaming my dreams with you,collin raye,country,1991
16574,30250,she found the place,hal ketchum,country,1991
16575,30252,between us,tracy lawrence,country,1991
16576,30254,jealous bone,patty loveless,country,1991
16577,30255,keep your distance,richard thompson,country,1991
16578,30260,leave him out of this,steve wariner,country,1991
16579,30263,since i don't have you,ronnie milsap,country,1991
16580,30267,i want to be with you always,john prine,country,1991
16581,30274,fall down easy,uncle tupelo,country,1991
16582,30275,the strings that tie you down,vince gill,country,1991
16583,30278,they don't make years like they used to,doug stone,country,1991
16584,30283,i quit,vince gill,country,1991
16585,30288,is there any chance,marty robbins,country,1991
16586,30289,like all the other times,marty robbins,country,1991
16587,30291,yellow brick road turns blue,chris ledoux,country,1991
16588,30294,"paris, tennessee",tracy lawrence,country,1991
16589,30295,froze over,tracy lawrence,country,1991
16590,30296,then again,alabama,country,1991
16591,30302,is it already time,george strait,country,1991
16592,30309,i believe,diamond rio,country,1991
16593,30310,you're gone,diamond rio,country,1991
16594,30312,if there hadn't been you,billy dean,country,1991
16595,30315,someday soon,suzy bogguss,country,1991
16596,30316,oh i'm a good old rebel,hoyt axton,country,1991
16597,30325,making believe,kitty wells,country,1991
16598,30339,my next broken heart,brooks & dunn,country,1991
16599,30351,daddy's hands,holly dunn,country,1991
16600,30352,look at us,vince gill,country,1991
16601,30353,remember when,alan jackson,country,1991
16602,30354,is there life out there,reba mcentire,country,1991
16603,30357,anymore,travis tritt,country,1991
16604,30358,one more day,diamond rio,country,1991
16605,30372,if your heart ain't busy tonight,tanya tucker,country,1991
16606,30375,tempted,marty stuart,country,1991
16607,30376,for my broken heart,reba mcentire,country,1991
16608,30381,billy the kid,billy dean,country,1991
16609,30384,livin' on love,alan jackson,country,1991
16610,30396,homesick,travis tritt,country,1991
16611,30401,(without you) what do i do with me,tanya tucker,country,1991
16612,30403,sweet summer,diamond rio,country,1991
16613,30405,if you see my rooster (please run him home),memphis minnie,country,1991
16614,30408,you really had me going,holly dunn,country,1991
16615,30410,it's all in the game,freddy fender,country,1991
16616,30416,letting go,suzy bogguss,country,1991
16617,30419,they don't make hearts (like they used to),diamond rio,country,1991
16618,30425,in a week or two,diamond rio,country,1991
16619,30426,tell it like it is,freddy fender,country,1991
16620,30428,black ghost blues,lightnin' hopkins,country,1991
16621,30429,a woman loves,steve wariner,country,1991
16622,30430,"oh me, oh my, sweet baby",diamond rio,country,1991
16623,30432,cry not for me,patsy cline,country,1991
16624,30433,walkin' the floor over me,alan jackson,country,1991
16625,30434,amigo's guitar,kitty wells,country,1991
16626,30438,working class hero,alan jackson,country,1991
16627,30441,i can see an angel,patsy cline,country,1991
16628,30444,forever together,randy travis,country,1991
16629,30448,if i didn't have you in my world,vince gill,country,1991
16630,30449,yellow rose of texas,hoyt axton,country,1991
16631,30454,today's lonely fool,tracy lawrence,country,1991
16632,30455,talk back trembling lips,ernest ashworth,country,1991
16633,30463,holdin',diamond rio,country,1991
16634,30466,like we never had a broken heart,trisha yearwood,country,1991
16635,30467,midnight,red foley,country,1991
16636,30469,open arms,collin raye,country,1991
16637,30473,he's in dallas,reba mcentire,country,1991
16638,30474,the woman before me,trisha yearwood,country,1991
16639,30476,all my roads,collin raye,country,1991
16640,30478,every second,collin raye,country,1991
16641,30490,here we go again,george strait,country,1992
16642,30494,all of me (loves all of you),george strait,country,1992
16643,30495,when i touch you,travis tritt,country,1992
16644,30496,settled down like rain,the jayhawks,country,1992
16645,30498,safe side,james mcmurtry,country,1992
16646,30499,six more miles (to the graveyard),hank williams,country,1992
16647,30500,closing time,radney foster,country,1992
16648,30503,wonderland of love,george strait,country,1992
16649,30506,criminals,uncle tupelo,country,1992
16650,30507,the heart won't lie,reba mcentire,country,1992
16651,30509,six blocks away,lucinda williams,country,1992
16652,30511,baltimore,lyle lovett,country,1992
16653,30512,live with jesus,wynonna,country,1992
16654,30517,all my love is gone,lyle lovett,country,1992
16655,30518,"satan, your kingdom must come down",uncle tupelo,country,1992
16656,30519,shaky ground,uncle tupelo,country,1992
16657,30521,pineola,lucinda williams,country,1992
16658,30526,another song about the rain,cracker,country,1992
16659,30527,rockin stroll,the lemonheads,country,1992
16660,30530,never been rocked enough,delbert mcclinton,country,1992
16661,30533,i'm ready if you're willing,chris ledoux,country,1992
16662,30534,once upon a lifetime,alabama,country,1992
16663,30535,say hello,vince gill,country,1992
16664,30543,love never broke anyone's heart,vince gill,country,1992
16665,30545,it takes a little rain (to make love grow),the oak ridge boys,country,1992
16666,30546,walking through fire,mary chapin carpenter,country,1992
16667,30548,home,roger miller,country,1992
16668,30550,walls can fall,george jones,country,1992
16669,30551,down on my knees,trisha yearwood,country,1992
16670,30565,you're right i'm wrong,george strait,country,1992
16671,30578,bit part,the lemonheads,country,1992
16672,30580,hank williams syndrome,waylon jennings,country,1992
16673,30583,hearts in armor,trisha yearwood,country,1992
16674,30584,if i had it to do over,aaron tippin,country,1992
16675,30590,worth every mile,travis tritt,country,1992
16676,30591,big harlan taylor,roger miller,country,1992
16677,30593,hammer and nails,radney foster,country,1992
16678,30594,these hills,iris dement,country,1992
16679,30597,my love for you (has turned to hate),hank williams,country,1992
16680,30598,children,the mavericks,country,1992
16681,30606,just one more night,little texas,country,1992
16682,30608,mama's opry,iris dement,country,1992
16683,30613,suspicious minds,dwight yoakam,country,1992
16684,30614,for herself,reba mcentire,country,1992
16685,30617,the good old days,clint black,country,1992
16686,30619,lonesome standard time,kathy mattea,country,1992
16687,30620,the log train,hank williams,country,1992
16688,30628,back in my arms again,lee roy parnell,country,1992
16689,30630,a hundred years from now,travis tritt,country,1992
16690,30631,i wish i could go back home,travis tritt,country,1992
16691,30644,lilli schull,uncle tupelo,country,1992
16692,30647,you say you will,trisha yearwood,country,1992
16693,30648,i'd rather miss you,little texas,country,1992
16694,30649,something 'bout you,kevin welch,country,1992
16695,30650,softer than a whisper,hal ketchum,country,1992
16696,30652,someday,cracker,country,1992
16697,30657,things we said today,dwight yoakam,country,1992
16698,30659,wipe the clock,uncle tupelo,country,1992
16699,30664,hot blood,lucinda williams,country,1992
16700,30668,fall in love again,eddie money,country,1992
16701,30676,she's not cryin' anymore,billy ray cyrus,country,1992
16702,30680,the battle hymn of the republic,lee greenwood,country,1992
16703,30682,the king of broken hearts,george strait,country,1992
16704,30686,heartland,george strait,country,1992
16705,30688,alone and forsaken,hank williams,country,1992
16706,30689,there's a tear in my beer,hank williams,country,1992
16707,30690,walk away renée,jimmy lafave,country,1992
16708,30695,time off for bad behavior,confederate railroad,country,1992
16709,30698,our town,iris dement,country,1992
16710,30702,god bless america,lee greenwood,country,1992
16711,30704,tender moment,lee roy parnell,country,1992
16712,30708,can i trust you with my heart,travis tritt,country,1992
16713,30722,don't let our love start slippin' away,vince gill,country,1992
16714,30727,when did you stop loving me,george strait,country,1992
16715,30728,t-r-o-u-b-l-e,travis tritt,country,1992
16716,30736,i cross my heart,george strait,country,1992
16717,30745,last in love,george strait,country,1992
16718,30746,tonight i climbed the wall,alan jackson,country,1992
16719,30751,"this one's gonna hurt you (for a long, long time)",marty stuart,country,1992
16720,30752,just call me lonesome,radney foster,country,1992
16721,30760,tryin' to get over you,vince gill,country,1992
16722,30774,"black label, white lies",confederate railroad,country,1992
16723,30775,never thought i'd fall in love with you,billy ray cyrus,country,1992
16724,30776,hey good lookin',the mavericks,country,1992
16725,30779,this broken heart,the mavericks,country,1992
16726,30780,"someday, somewhere, somehow",billy ray cyrus,country,1992
16727,30782,not too much to ask,mary chapin carpenter,country,1992
16728,30784,i was born with a broken heart,aaron tippin,country,1992
16729,30785,samson and delilah,rev. gary davis,country,1992
16730,30790,if you were the woman and i was the man,cowboy junkies,country,1992
16731,30791,it's never easy to say goodbye,wynonna,country,1992
16732,30794,ain't no good goodbye,billy ray cyrus,country,1992
16733,30801,some guys have all the love,little texas,country,1992
16734,30803,america,lee greenwood,country,1992
16735,30805,dixie,lee greenwood,country,1992
16736,30808,danny boy,jim reeves,country,1992
16737,30809,she takes my breath away,eddie money,country,1992
16738,30811,with tears in my eyes,hank williams,country,1992
16739,30815,truckin' my blues away,blind boy fuller,country,1992
16740,30816,someday you'll call my name,hank williams,country,1992
16741,30822,my strongest weakness,wynonna,country,1992
16742,30827,sweet old world,lucinda williams,country,1992
16743,30831,american pride,alabama,country,1992
16744,30833,no future in the past,vince gill,country,1992
16745,30838,no one else on earth,wynonna,country,1992
16746,30839,guacamole,texas tornados,country,1992
16747,30843,it's not over (if i'm not over you),mark chesnutt,country,1992
16748,30845,lone star state of mind,don williams,country,1992
16749,30850,waiting for the sun,the jayhawks,country,1992
16750,30851,she makes me feel so good,lyle lovett,country,1992
16751,30852,some day baby,lonnie johnson,country,1992
16752,30856,up to my ears in tears,alan jackson,country,1992
16753,30857,just look at me,george strait,country,1993
16754,30858,memories,pure prairie league,country,1993
16755,30860,high water,uncle tupelo,country,1993
16756,30867,back to back,tracy lawrence,country,1993
16757,30868,the old crossroads,ricky skaggs,country,1993
16758,30872,kerosene hat,cracker,country,1993
16759,30874,memory lane,tim mcgraw,country,1993
16760,30880,kansas city southern,pure prairie league,country,1993
16761,30881,world class fad,paul westerberg,country,1993
16762,30883,tears in the rain,tim mcgraw,country,1993
16763,30888,morning song for sally,nanci griffith,country,1993
16764,30889,hello darlin',george jones,country,1993
16765,30891,heaven's just a sin away,kelly willis,country,1993
16766,30896,the silence speaks for itself,clay walker,country,1993
16767,30899,the man that i've been,cory morrow,country,1993
16768,30903,anodyne,uncle tupelo,country,1993
16769,30905,just about now,faith hill,country,1993
16770,30906,a memory that just won't quit,sammy kershaw,country,1993
16771,30908,what might have been,sammy kershaw,country,1993
16772,30910,party lights,junior brown,country,1993
16773,30913,blue moon of kentucky,the kentucky headhunters,country,1993
16774,30915,knockin on mine,paul westerberg,country,1993
16775,30916,is it over yet,wynonna,country,1993
16776,30917,welcome to the club,tim mcgraw,country,1993
16777,30922,two steppin' mind,tim mcgraw,country,1993
16778,30923,what's in it for me,john berry,country,1993
16779,30927,mr. man in the moon,patty loveless,country,1993
16780,30931,everywhere i go,jackson browne,country,1993
16781,30933,big gay heart,the lemonheads,country,1993
16782,30934,fifteen keys,uncle tupelo,country,1993
16783,30935,hand me another,gary stewart,country,1993
16784,30941,splendid isolation,warren zevon,country,1993
16785,30945,being around,the lemonheads,country,1993
16786,30948,what she left behind,tim mcgraw,country,1993
16787,30954,money can't buy (the love we had),clay walker,country,1993
16788,30959,stay out of my arms,george strait,country,1993
16789,30960,remedy,the band,country,1993
16790,30963,sick of goodbyes,cracker,country,1993
16791,30965,crime of the century,shania twain,country,1993
16792,30966,confessin' my love,shawn camp,country,1993
16793,30967,white sail,cowboy junkies,country,1993
16794,30969,make me an island,joe dolan,country,1993
16795,30970,help me make it through the night,ray stevens,country,1993
16796,30972,wimoweh,nanci griffith,country,1993
16797,30975,lonesome johnny blues,cracker,country,1993
16798,30984,things is changin',fred eaglesmith,country,1993
16799,30989,pale sun,cowboy junkies,country,1993
16800,30990,april's fool,mark chesnutt,country,1993
16801,30991,where i used to have a heart,martina mcbride,country,1993
16802,30992,"you were, you are, you'll always be",rick trevino,country,1993
16803,30994,just around the eyes,faith hill,country,1993
16804,30997,dawn can't decide,the lemonheads,country,1993
16805,31011,when love was young,iris dement,country,1993
16806,31020,after you're gone,iris dement,country,1993
16807,31032,the only thing that i have left,tim mcgraw,country,1993
16808,31035,never aim to please,bash & pop,country,1993
16809,31036,life's too short to love like that,faith hill,country,1993
16810,31037,forget me,shania twain,country,1993
16811,31038,when he leaves you,shania twain,country,1993
16812,31043,i keep it under my hat,tim mcgraw,country,1993
16813,31048,learning as you go,rick trevino,country,1993
16814,31053,try not to look so pretty,dwight yoakam,country,1993
16815,31056,we just disagree,billy dean,country,1993
16816,31057,silver threads and golden needles,dolly parton,country,1993
16817,31063,my life,iris dement,country,1993
16818,31066,she used to be mine,brooks & dunn,country,1993
16819,31067,hasn't hit me yet,blue rodeo,country,1993
16820,31068,i wish i could have been there,john anderson,country,1993
16821,31069,where the soul of man never dies,ricky skaggs,country,1993
16822,31070,she can't say i didn't cry,rick trevino,country,1993
16823,31072,can't break it to my heart,tracy lawrence,country,1993
16824,31079,how can i help you say goodbye,patty loveless,country,1993
16825,31081,tell me why,wynonna,country,1993
16826,31082,my baby loves me,martina mcbride,country,1993
16827,31088,does he love you,reba mcentire,country,1993
16828,31093,a thousand miles from nowhere,dwight yoakam,country,1993
16829,31096,fast as you,dwight yoakam,country,1993
16830,31098,ain't that lonely yet,dwight yoakam,country,1993
16831,31100,your love amazes me,john berry,country,1993
16832,31102,two doors down,dwight yoakam,country,1993
16833,31103,dreaming with my eyes open,clay walker,country,1993
16834,31107,pocket of a clown,dwight yoakam,country,1993
16835,31111,lovesick blues (with patsy cline),dolly parton,country,1993
16836,31114,live until i die,clay walker,country,1993
16837,31125,"woman, sensuous woman",mark chesnutt,country,1993
16838,31128,haunted heart,sammy kershaw,country,1993
16839,31130,kentucky moonshine,pure prairie league,country,1993
16840,31132,a bible and a bus ticket home,collin raye,country,1993
16841,31133,kiss me in the car,john berry,country,1993
16842,31135,please help me i'm falling (in love with you),dolly parton,country,1993
16843,31138,nowhere train,carlene carter,country,1993
16844,31143,the perfect picture (to fit my frame of mind),doug supernaw,country,1993
16845,31147,take me down to the infirmary,cracker,country,1993
16846,31150,it only takes one bar (to make a prison),tracy lawrence,country,1993
16847,31151,rollin' in my sweet baby's arms,buck owens,country,1993
16848,31156,in my own backyard,joe diffie,country,1993
16849,31163,money in the bank,john anderson,country,1993
16850,31164,someone to give my love to,tracy byrd,country,1993
16851,31165,half the man,clint black,country,1993
16852,31167,crying ain't dying,tracy lawrence,country,1993
16853,31171,we don't love here anymore,tracy lawrence,country,1993
16854,31172,in the bleak mid winter,bert jansch,country,1993
16855,31174,you lay a whole lot of love on me,shania twain,country,1993
16856,31180,home for sale,dwight yoakam,country,1993
16857,31181,give back the key to my heart,uncle tupelo,country,1993
16858,31182,king of fools,dwight yoakam,country,1993
16859,31187,the man in love with you,george strait,country,1993
16860,31190,back in the saddle again,gene autry,country,1993
16861,31191,acuff-rose,uncle tupelo,country,1993
16862,31195,still lovin' you,sammy kershaw,country,1993
16863,31200,rose marie,slim whitman,country,1993
16864,31204,indian love call,slim whitman,country,1993
16865,31206,neon blue,the mavericks,country,1994
16866,31207,just a memory,the mavericks,country,1994
16867,31209,honky tonk healin',david ball,country,1994
16868,31210,kick it up,john michael montgomery,country,1994
16869,31214,all in my heart,john michael montgomery,country,1994
16870,31219,high & dry,kenny chesney,country,1994
16871,31221,i'd love to change your name,kenny chesney,country,1994
16872,31223,adios amigo,jim reeves,country,1994
16873,31228,ball and chain,paul overstreet,country,1994
16874,31232,i won't forget you,jim reeves,country,1994
16875,31236,only daddy that'll walk the line,the kentucky headhunters,country,1994
16876,31242,goodbye says it all,blackhawk,country,1994
16877,31244,if i had you,alan jackson,country,1994
16878,31254,separate lives,stephen bishop,country,1994
16879,31255,my heart will never know,clay walker,country,1994
16880,31258,blowin' smoke,david ball,country,1994
16881,31259,i never go around mirrors,mark chesnutt,country,1994
16882,31262,now i know,lari white,country,1994
16883,31266,lead on,george strait,country,1994
16884,31267,he walks with me,merle haggard,country,1994
16885,31272,cherokee maiden,bob wills & his texas playboys,country,1994
16886,31274,till all her tears are dry,chely wright,country,1994
16887,31275,billy the kid,chris ledoux,country,1994
16888,31278,it had to be you,crystal gayle,country,1994
16889,31284,in my life,"crosby, stills & nash",country,1994
16890,31285,hole in the wall,alan jackson,country,1994
16891,31294,no one but you,george strait,country,1994
16892,31299,honky tonk walkin',the kentucky headhunters,country,1994
16893,31311,like a soldier,johnny cash,country,1994
16894,31318,if there's anything i can do,vince gill,country,1994
16895,31323,badly bent,the tractors,country,1994
16896,31324,why not tonight,neal mccoy,country,1994
16897,31328,swing low sweet chariot,merle haggard,country,1994
16898,31329,can't take that away,peter frampton,country,1994
16899,31331,time don't run out on me,anne murray,country,1994
16900,31334,greatest show on earth,david lee murphy,country,1994
16901,31337,silver and gold,brooks & dunn,country,1994
16902,31339,ain't found nobody,the mavericks,country,1994
16903,31350,southern grace,little texas,country,1994
16904,31352,anybody else's heart but mine,tracy byrd,country,1994
16905,31354,i'm comin' home,robert earl keen,country,1994
16906,31355,i'll always be loving you,george strait,country,1994
16907,31356,one day at a time,merle haggard,country,1994
16908,31357,if i had my way,vince gill,country,1994
16909,31359,settin' the woods on fire,the tractors,country,1994
16910,31365,cocaine blues,townes van zandt,country,1994
16911,31366,every once in a while,blackhawk,country,1994
16912,31369,down at the bottom of a broken heart,david ball,country,1994
16913,31374,maybe tonight,vince gill,country,1994
16914,31381,there goes my heart,the mavericks,country,1994
16915,31384,i'm so lonesome i could cry,"hank williams, jr.",country,1994
16916,31386,o what a thrill,the mavericks,country,1994
16917,31389,whisper my name,randy travis,country,1994
16918,31391,welcome to my world,jim reeves,country,1994
16919,31397,wasted days and wasted nights,texas tornados,country,1994
16920,31404,the box,randy travis,country,1994
16921,31408,don't close your eyes,alan jackson,country,1994
16922,31410,i'm over you,tracy lawrence,country,1994
16923,31411,i got it honest,aaron tippin,country,1994
16924,31418,this woman and this man,clay walker,country,1994
16925,31430,party crowd,david lee murphy,country,1994
16926,31433,if i could make a living,clay walker,country,1994
16927,31437,someone else's star,bryan white,country,1994
16928,31439,go cubs go,steve goodman,country,1994
16929,31442,refried dreams,tim mcgraw,country,1994
16930,31443,not a moment too soon,tim mcgraw,country,1994
16931,31444,lifestyles of the not so rich and famous,tracy byrd,country,1994
16932,31447,what a crying shame,the mavericks,country,1994
16933,31451,whenever you come around,vince gill,country,1994
16934,31463,night is fallin' in my heart,diamond rio,country,1994
16935,31467,what a friend we have in jesus,merle haggard,country,1994
16936,31469,thank god for the radio,alan jackson,country,1994
16937,31479,living waters,silver jews,country,1994
16938,31480,ten feet away,diamond rio,country,1994
16939,31486,thank god for the radio,the kendalls,country,1994
16940,31493,fly like a bird,boz scaggs,country,1994
16941,31494,the man who couldn't cry,johnny cash,country,1994
16942,31496,summer in dixie,confederate railroad,country,1994
16943,31497,redemption,johnny cash,country,1994
16944,31500,dream on texas ladies,john michael montgomery,country,1994
16945,31502,walking away a winner,kathy mattea,country,1994
16946,31503,you can't make a heart love somebody,george strait,country,1994
16947,31504,i should have been true,the mavericks,country,1994
16948,31507,i'll never forgive my heart,brooks & dunn,country,1994
16949,31508,why haven't i heard from you,reba mcentire,country,1994
16950,31511,summer's comin',clint black,country,1994
16951,31514,the tin man,kenny chesney,country,1994
16952,31517,thirteen,johnny cash,country,1994
16953,31518,i just want you,lorrie morgan,country,1994
16954,31521,charlotte's in north carolina,keith whitley,country,1994
16955,31522,i got a feelin',tracy lawrence,country,1994
16956,31526,foolish pride,travis tritt,country,1994
16957,31527,good brown gravy,joe diffie,country,1994
16958,31541,safe in the arms of love,martina mcbride,country,1995
16959,31562,the cape,guy clark,country,1995
16960,31564,the best year of my life,eddie rabbitt,country,1995
16961,31566,heart to heart,rhett akins,country,1995
16962,31572,i must be high,wilco,country,1995
16963,31577,i will leave the light on,sawyer brown,country,1995
16964,31578,this time,sawyer brown,country,1995
16965,31581,leaving is the only way out,shania twain,country,1995
16966,31583,goodbye,emmylou harris,country,1995
16967,31590,six pack to go,george strait,country,1995
16968,31598,another puff,jerry reed,country,1995
16969,31602,i've been a long time leavin' (but i'll be a long time gone),roger miller,country,1995
16970,31606,what would your memories do,george strait,country,1995
16971,31615,katy brought my guitar back today,rhett akins,country,1995
16972,31616,excuse me while i break my own heart tonight,whiskeytown,country,1995
16973,31617,atta boy girl,roger miller,country,1995
16974,31621,i wish that i could hurt that way again,t. graham brown,country,1995
16975,31626,if the house is rockin',lee roy parnell,country,1995
16976,31630,runnin' away with my heart,lonestar,country,1995
16977,31631,you got the wrong man,tim mcgraw,country,1995
16978,31637,praying,vern gosdin,country,1995
16979,31643,let's be us again,lonestar,country,1995
16980,31646,live free,son volt,country,1995
